,Parameter,Median,CI,CI_low,CI_high,Direction,Significance,Large,mod
149,b_nslongitudinal_eingevectordfEQ32,-2.19382,0.95,-10.427335,6.16782575,0.69275,0.677333333333333,0.59925,"mod_levdata_10a_thresholmin_and_sesam_Rich_ratio_splines


"
159,b_nslongitudinal_eingevectordfEQ33,2.598935,0.95,-5.64181775,10.9387975,0.723333333333333,0.708,0.630416666666667,"mod_levdata_10a_thresholmin_and_sesam_Rich_ratio_splines


"
109,b_nslatitudinal_eingevectordfEQ31,-2.75787,0.95,-5.389817,-0.126807475,0.979416666666667,0.971916666666667,0.88925,"mod_levdata_10a_thresholmin_and_sesam_Rich_ratio_splines


"
1112,b_nslatitudinal_eingevectordfEQ32,-4.250925,0.95,-12.84397,4.59670275,0.834333333333333,0.822583333333333,0.761916666666667,"mod_levdata_10a_thresholmin_and_sesam_Rich_ratio_splines


"
1210,b_nslatitudinal_eingevectordfEQ33,2.17058,0.95,-1.87299325,6.1899825,0.858083333333333,0.836916666666667,0.695083333333333,"mod_levdata_10a_thresholmin_and_sesam_Rich_ratio_splines


"
910,b_Intercept,1.230885,0.95,0.890065325,1.5458855,1,1,1,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
810,b_Forest_patch_area,-2.313295e-07,0.95,-6.1863225e-06,5.662439e-06,0.534,0,0,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
710,b_Forest_coverage_2007,-0.01986435,0.95,-0.0328742775,-0.00799418225,0.999666666666667,0.999416666666667,0.978166666666667,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
310,b_bio2,-0.00670081,0.95,-0.0176557025,0.00431438199999999,0.88625,0.837583333333333,0.437,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
410,b_bio6,-0.0107761,0.95,-0.0228248375,0.002112512,0.950833333333333,0.928666666666667,0.688666666666667,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
510,b_bio7,-0.005236505,0.95,-0.018493635,0.00852867475,0.778166666666667,0.721083333333333,0.3665,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
130,b_bio15,-0.0006352635,0.95,-0.00161457275,0.00034931945,0.900416666666667,0.100666666666667,0,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
210,b_bio17,-6.2027e-05,0.95,-0.0001274352,5.15253025e-06,0.965166666666667,0,0,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
610,b_elevation,-2.33613e-05,0.95,-8.64829775e-05,4.412821e-05,0.752833333333333,0,0,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1610,b_sampling_effort,-0.0169407,0.95,-0.0315269725,-0.0025469635,0.98825,0.982416666666667,0.904,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1310,b_nslongitudinal_eingevectordfEQ31,-0.0233145,0.95,-0.050649735,0.0053439335,0.945833333333333,0.9355,0.863833333333333,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1410,b_nslongitudinal_eingevectordfEQ32,-0.0110781,0.95,-0.053661655,0.0330959025,0.6975,0.677333333333333,0.563833333333333,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1510,b_nslongitudinal_eingevectordfEQ33,-0.0165196,0.95,-0.05049447,0.01849169,0.829416666666667,0.80875,0.694666666666667,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1010,b_nslatitudinal_eingevectordfEQ31,-0.01597975,0.95,-0.0295809575,-0.00221498275000001,0.987416666666667,0.980583333333333,0.88725,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1113,b_nslatitudinal_eingevectordfEQ32,0.0448635,0.95,-0.00931240699999999,0.0951511775,0.949416666666667,0.944416666666667,0.914666666666667,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
1211,b_nslatitudinal_eingevectordfEQ33,0.0374875,0.95,0.0146934675,0.0591047225,0.999166666666667,0.998583333333333,0.99375,mod_levdata_2.5a_only_threshold_min_BetaDiv_jac_splines
911,b_Intercept,81.6802,0.95,13.263245,148.6655,0.989416666666667,0.989083333333333,0.987583333333333,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
811,b_Forest_patch_area,-0.0001885885,0.95,-0.001637417,0.001263954,0.601083333333333,0,0,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
711,b_Forest_coverage_2007,-4.434295,0.95,-7.4308005,-1.4110315,0.998166666666667,0.996333333333333,0.948916666666667,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
311,b_bio2,-1.6774,0.95,-4.274042,0.8658057,0.898666666666667,0.850833333333333,0.44225,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
411,b_bio6,-2.150905,0.95,-4.7106615,0.45572465,0.947166666666667,0.92,0.58625,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
511,b_bio7,-0.957347,0.95,-3.88323075,1.931567,0.7425,0.671833333333333,0.271,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
140,b_bio15,-0.1478265,0.95,-0.376905725,0.0761320549999999,0.904,0.0818333333333333,0,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
211,b_bio17,-0.015567,0.95,-0.031367405,2.42821774999916e-05,0.974833333333333,0,0,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
611,b_elevation,-0.000489957,0.95,-0.01390226,0.013305945,0.53075,0,0,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1611,b_sampling_effort,-2.41907,0.95,-5.98885775,1.184615,0.90275,0.870583333333333,0.619666666666667,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1311,b_nslongitudinal_eingevectordfEQ31,-5.287065,0.95,-11.151325,0.573826049999999,0.961833333333333,0.953416666666667,0.875083333333333,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1411,b_nslongitudinal_eingevectordfEQ32,-5.939325,0.95,-14.5860275,2.612788,0.91175,0.899916666666667,0.821,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1511,b_nslongitudinal_eingevectordfEQ33,-0.62018,0.95,-7.754173,6.431767,0.567833333333333,0.535333333333333,0.364583333333333,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1011,b_nslatitudinal_eingevectordfEQ31,-5.63049,0.95,-8.78861525,-2.5260785,0.999916666666667,0.999916666666667,0.99225,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1114,b_nslatitudinal_eingevectordfEQ32,2.94529,0.95,-7.45915475,13.15839,0.714,0.694416666666667,0.581666666666667,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
1212,b_nslatitudinal_eingevectordfEQ33,7.073915,0.95,2.25399625,11.9529225,0.997833333333333,0.99675,0.983333333333333,"mod_levdata_2.5a_only_threshold_min_Rich_ratio_splines
"
912,b_Intercept,1.287005,0.95,0.865328225,1.7087125,1,1,1,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
812,b_Forest_patch_area,9.989005e-07,0.95,-6.62117475e-06,8.59584825e-06,0.604583333333333,0,0,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
712,b_Forest_coverage_2007,-0.01298095,0.95,-0.02899342,0.00320924124999999,0.94325,0.9195,0.673833333333333,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
312,b_bio2,-0.01069,0.95,-0.025085245,0.00307155624999999,0.933916666666667,0.901833333333333,0.568666666666667,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
412,b_bio6,-0.01627255,0.95,-0.0324089725,-6.42206950000195e-05,0.97525,0.963833333333333,0.796083333333333,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
512,b_bio7,-0.006112365,0.95,-0.0229676425,0.011270195,0.751083333333333,0.693083333333333,0.3535,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
150,b_bio15,-0.0002747935,0.95,-0.00149264775,0.000971666449999999,0.669333333333333,0.0176666666666667,0,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
212,b_bio17,-5.70377e-05,0.95,-0.00014199625,2.8983065e-05,0.902333333333333,0,0,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
612,b_elevation,-5.51393e-05,0.95,-0.0001386046,2.965823e-05,0.901083333333333,0,0,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1612,b_sampling_effort,-0.02183165,0.95,-0.0407460525,-0.00288731025,0.98825,0.983166666666667,0.902666666666667,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1312,b_nslongitudinal_eingevectordfEQ31,-0.00628069,0.95,-0.0416241325,0.029400115,0.638083333333333,0.606333333333333,0.426583333333333,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1412,b_nslongitudinal_eingevectordfEQ32,0.01970385,0.95,-0.03666136,0.0745729775,0.752833333333333,0.736166666666667,0.641583333333333,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1512,b_nslongitudinal_eingevectordfEQ33,-0.007012065,0.95,-0.0488592225,0.0360273775,0.625333333333333,0.59575,0.4545,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1012,b_nslatitudinal_eingevectordfEQ31,-0.01619975,0.95,-0.0340647875,0.00133237125,0.965,0.950916666666667,0.770333333333333,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1115,b_nslatitudinal_eingevectordfEQ32,0.0520303,0.95,-0.01550432,0.118159,0.934666666666667,0.928416666666667,0.893916666666667,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
1213,b_nslatitudinal_eingevectordfEQ33,0.04325405,0.95,0.014228805,0.0717703175,0.9975,0.996583333333333,0.988666666666667,"mod_levdata_2.5a_only_threshold10_BetaDiv_jac_splines

"
913,b_Intercept,68.1908,0.95,17.8189225,119.638275,0.996166666666667,0.996,0.995833333333333,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
813,b_Forest_patch_area,-0.000184405,0.95,-0.00114664625,0.000788240499999999,0.64475,0,0,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
713,b_Forest_coverage_2007,-2.26292,0.95,-4.36414725,-0.1361429,0.981916666666667,0.970666666666667,0.810833333333333,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
313,b_bio2,-1.08794,0.95,-2.86974225,0.7197376,0.879666666666667,0.831333333333333,0.418666666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
413,b_bio6,-1.884195,0.95,-3.7941245,0.0485810924999992,0.971833333333333,0.95475,0.73675,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
513,b_bio7,-1.16025,0.95,-3.3650495,0.925737724999999,0.863166666666667,0.812666666666667,0.458416666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
160,b_bio15,-0.0835197,0.95,-0.243724825,0.07710433,0.845083333333333,0.0591666666666667,0,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
213,b_bio17,-0.01071495,0.95,-0.0218093075,0.000160674524999992,0.972916666666667,0,0,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
613,b_elevation,-0.003641905,0.95,-0.0138049275,0.006488112,0.765166666666667,0,0,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1613,b_sampling_effort,-1.981575,0.95,-4.47213275,0.550895974999999,0.937916666666667,0.915583333333333,0.708166666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1313,b_nslongitudinal_eingevectordfEQ31,-2.76445,0.95,-7.0144105,1.52680675,0.894916666666667,0.875833333333333,0.747416666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1413,b_nslongitudinal_eingevectordfEQ32,-3.76962,0.95,-10.4521625,2.9104755,0.869,0.854583333333333,0.768166666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1513,b_nslongitudinal_eingevectordfEQ33,0.473811,0.95,-4.77578075,5.67378675,0.567166666666667,0.537833333333333,0.378416666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1013,b_nslatitudinal_eingevectordfEQ31,-3.516745,0.95,-5.74215175,-1.33613225,0.998583333333333,0.99825,0.978416666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1116,b_nslatitudinal_eingevectordfEQ32,4.186035,0.95,-3.76265575,11.9884575,0.850166666666667,0.8355,0.766666666666667,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
1214,b_nslatitudinal_eingevectordfEQ33,4.87559,0.95,1.34726325,8.38057775,0.997333333333333,0.99575,0.97775,"mod_levdata_2.5a_only_threshold10_Rich_ratio_splines
"
914,b_Intercept,1.30608,0.95,0.800207775,1.8306815,1,1,1,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
814,b_Forest_patch_area,4.67684e-06,0.95,-4.07771025e-06,1.33896325e-05,0.854416666666667,0,0,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
714,b_Forest_coverage_2007,-0.00750158,0.95,-0.0264434775,0.0113859275,0.779666666666667,0.721166666666667,0.346666666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
314,b_bio2,-0.0172305,0.95,-0.0333878225,-0.00125334175,0.98275,0.970166666666667,0.767416666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
414,b_bio6,-0.01902645,0.95,-0.0390838925,0.000363103274999996,0.973416666666667,0.959583333333333,0.788166666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
514,b_bio7,-0.004604515,0.95,-0.0251070775,0.01567012,0.67275,0.606166666666667,0.256666666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
170,b_bio15,0.00032892,0.95,-0.00110928475,0.00178652275,0.669333333333333,0.0190833333333333,0,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
214,b_bio17,-5.065135e-05,0.95,-0.000150239575,5.05963225e-05,0.83825,0,0,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
614,b_elevation,-5.416845e-05,0.95,-0.000157992575,4.4714975e-05,0.862916666666667,0,0,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1614,b_sampling_effort,-0.0228798,0.95,-0.044502105,-0.00106648675,0.98,0.971083333333333,0.849833333333333,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1314,b_nslongitudinal_eingevectordfEQ31,-0.008401715,0.95,-0.05106992,0.034530945,0.645583333333333,0.61475,0.447666666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1414,b_nslongitudinal_eingevectordfEQ32,0.002563905,0.95,-0.063675535,0.0694431075,0.530166666666667,0.508,0.39775,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1514,b_nslongitudinal_eingevectordfEQ33,-0.01559725,0.95,-0.0671235,0.0354580575,0.72775,0.704166666666667,0.566416666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1014,b_nslatitudinal_eingevectordfEQ31,-0.0199106,0.95,-0.0404743425,0.0012000245,0.96875,0.95425,0.789916666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1117,b_nslatitudinal_eingevectordfEQ32,0.0246522,0.95,-0.0531815275,0.105387325,0.73875,0.721333333333333,0.632166666666667,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
1215,b_nslatitudinal_eingevectordfEQ33,0.03947125,0.95,0.00564953175,0.0745480825,0.989166666666667,0.98575,0.94725,"mod_levdata_2.5a_sesam_only_BetaDiv_jac_splines

"
915,b_Intercept,51.63655,0.95,10.38966,92.798145,0.991916666666667,0.991833333333333,0.99075,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
815,b_Forest_patch_area,-9.064035e-05,0.95,-0.000840577,0.000674522675,0.588583333333333,0,0,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
715,b_Forest_coverage_2007,-1.56771,0.95,-3.2136835,0.0214888824999995,0.973583333333333,0.959083333333333,0.764916666666667,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
315,b_bio2,-1.19055,0.95,-2.60095325,0.17875045,0.955,0.92725,0.616583333333333,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
415,b_bio6,-1.48145,0.95,-3.0204605,0.0690021724999995,0.969833333333333,0.953583333333333,0.742916666666667,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
515,b_bio7,-0.7169735,0.95,-2.4093535,1.00147725,0.793583333333333,0.73725,0.3755,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
171,b_bio15,-0.0303132,0.95,-0.156149975,0.09690064,0.681666666666667,0.019,0,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
215,b_bio17,-0.007676365,0.95,-0.016167455,0.000775304474999999,0.962666666666667,0,0,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
615,b_elevation,-0.001631915,0.95,-0.0097631925,0.00645395025,0.658916666666667,0,0,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1615,b_sampling_effort,-1.40455,0.95,-3.24445325,0.449664425,0.933166666666667,0.908166666666667,0.672416666666667,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1315,b_nslongitudinal_eingevectordfEQ31,-3.551815,0.95,-6.97373225,-0.0821422450000005,0.977416666666667,0.972166666666667,0.929333333333333,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1415,b_nslongitudinal_eingevectordfEQ32,-5.42179,0.95,-10.6076075,-0.0589699225000003,0.976,0.972666666666667,0.949166666666667,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1515,b_nslongitudinal_eingevectordfEQ33,-0.379429,0.95,-4.473856,3.7874665,0.573,0.538916666666667,0.388916666666667,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1015,b_nslatitudinal_eingevectordfEQ31,-2.958605,0.95,-4.673086,-1.242739,0.9995,0.999083333333333,0.988083333333333,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1118,b_nslatitudinal_eingevectordfEQ32,2.69369,0.95,-3.725896,9.073282,0.802166666666667,0.785833333333333,0.707,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
1216,b_nslatitudinal_eingevectordfEQ33,3.868015,0.95,1.09526875,6.608176,0.997083333333333,0.994916666666667,0.979833333333333,"mod_levdata_2.5a_sesam_only_Rich_ratio_splines


"
916,b_Intercept,1.372395,0.95,0.838842325,1.891655,1,1,1,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
816,b_Forest_patch_area,5.443135e-06,0.95,-3.80724824999999e-06,1.49020675e-05,0.876416666666667,0,0,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
716,b_Forest_coverage_2007,-0.00538118,0.95,-0.02566975,0.0143832625,0.705666666666667,0.633083333333333,0.244166666666667,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
316,b_bio2,-0.01625925,0.95,-0.03335608,0.000847605949999996,0.968916666666667,0.948333333333333,0.679583333333333,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
416,b_bio6,-0.02276875,0.95,-0.04266495,-0.00249223375,0.985583333333333,0.976666666666667,0.843583333333333,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
516,b_bio7,-0.007256395,0.95,-0.0286568575,0.014046685,0.751166666666667,0.67925,0.321,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
172,b_bio15,0.000567139,0.95,-0.000944020225,0.00206755275,0.771416666666667,0.02625,0,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
216,b_bio17,-4.618795e-05,0.95,-0.000152888425,6.252871e-05,0.802333333333333,0,0,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
616,b_elevation,-7.385815e-05,0.95,-0.00017772245,3.22749275e-05,0.91725,0,0,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1616,b_sampling_effort,-0.0238989,0.95,-0.0469557875,-0.00120857375000001,0.980833333333333,0.969916666666667,0.837666666666667,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1316,b_nslongitudinal_eingevectordfEQ31,-0.00308194,0.95,-0.0474443775,0.04203877,0.55425,0.517583333333333,0.341833333333333,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1416,b_nslongitudinal_eingevectordfEQ32,0.00206521,0.95,-0.0680760975,0.0720609525,0.52625,0.500416666666667,0.386,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1516,b_nslongitudinal_eingevectordfEQ33,-0.01339165,0.95,-0.06633722,0.0408294125,0.689916666666667,0.660333333333333,0.516083333333333,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1016,b_nslatitudinal_eingevectordfEQ31,-0.0162229,0.95,-0.03816752,0.0058068495,0.924166666666667,0.896166666666667,0.637416666666667,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1119,b_nslatitudinal_eingevectordfEQ32,0.0197329,0.95,-0.0628238125,0.101853575,0.679,0.661166666666667,0.571583333333333,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
1217,b_nslatitudinal_eingevectordfEQ33,0.0386507,0.95,0.00252582675,0.0740132825,0.9835,0.977,0.924416666666667,"mod_levdata_2.5a_threshold10_and_sesam_BetaDiv_jac_splines



"
917,b_Intercept,45.55055,0.95,10.09715,80.9888325,0.99525,0.995166666666667,0.994666666666667,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
817,b_Forest_patch_area,-8.56489e-05,0.95,-0.000746307325,0.0005756911,0.597916666666667,0,0,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
717,b_Forest_coverage_2007,-1.152455,0.95,-2.6072395,0.244049924999999,0.947416666666667,0.918583333333333,0.649083333333333,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
317,b_bio2,-1.16274,0.95,-2.388482,0.071934305,0.967583333333333,0.944916666666667,0.676416666666667,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
417,b_bio6,-1.315015,0.95,-2.666519,0.0310981999999997,0.97225,0.9565,0.734,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
517,b_bio7,-0.6152995,0.95,-2.06766225,0.816697675,0.792416666666667,0.731916666666667,0.368583333333333,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
173,b_bio15,-0.0125097,0.95,-0.12199015,0.0960811625,0.589666666666667,0.00858333333333333,0,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
217,b_bio17,-0.006147305,0.95,-0.01361107,0.0012933185,0.947583333333333,0,0,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
617,b_elevation,-0.001633905,0.95,-0.00866159975,0.00544870025,0.671583333333333,0,0,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1617,b_sampling_effort,-1.262555,0.95,-2.8944655,0.414385225,0.933166666666667,0.9095,0.681583333333333,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1317,b_nslongitudinal_eingevectordfEQ31,-2.911195,0.95,-5.98685125,0.0878000074999998,0.971083333333333,0.963916666666667,0.909833333333333,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1417,b_nslongitudinal_eingevectordfEQ32,-4.69852,0.95,-9.36984675,-0.0595463650000015,0.976583333333333,0.973083333333333,0.947666666666667,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1517,b_nslongitudinal_eingevectordfEQ33,-0.0994917,0.95,-3.8538,3.553443,0.521,0.491,0.34175,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1017,b_nslatitudinal_eingevectordfEQ31,-2.64171,0.95,-4.18688175,-1.09609825,0.999583333333333,0.999333333333333,0.986916666666667,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1120,b_nslatitudinal_eingevectordfEQ32,2.785205,0.95,-3.00953125,8.252224,0.831166666666667,0.81775,0.746416666666667,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
1218,b_nslatitudinal_eingevectordfEQ33,3.26721,0.95,0.839685625000001,5.7270315,0.996,0.993833333333333,0.97275,"mod_levdata_2.5a_threshold10_and_sesam_Rich_ratio_splines




"
918,b_Intercept,1.336835,0.95,0.82598315,1.85183225,1,1,1,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
818,b_Forest_patch_area,4.6352e-06,0.95,-4.09957075e-06,1.34274925e-05,0.849416666666667,0,0,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
718,b_Forest_coverage_2007,-0.00746486,0.95,-0.026069495,0.011480975,0.780333333333333,0.71925,0.341833333333333,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
318,b_bio2,-0.01752795,0.95,-0.0336672,-0.00142883975000001,0.982583333333333,0.970833333333333,0.765583333333333,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
418,b_bio6,-0.02065725,0.95,-0.04013982,-0.00121901925000002,0.98075,0.970916666666667,0.824583333333333,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
518,b_bio7,-0.00515624,0.95,-0.025780325,0.01557795,0.696416666666667,0.62625,0.273333333333333,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
174,b_bio15,0.000354538,0.95,-0.00109735225,0.0018028095,0.682833333333333,0.0188333333333333,0,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
218,b_bio17,-4.710715e-05,0.95,-0.000148699325,5.0687445e-05,0.826333333333333,0,0,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
618,b_elevation,-6.250735e-05,0.95,-0.000164722325,3.87087175e-05,0.886166666666667,0,0,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
1618,b_sampling_effort,-0.0231569,0.95,-0.045305495,-0.00131959075000002,0.980916666666667,0.972083333333333,0.851083333333333,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
1318,b_nslongitudinal_eingevectordfEQ31,-0.008677085,0.95,-0.0516802675,0.0325857875,0.65925,0.624416666666667,0.44975,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
1418,b_nslongitudinal_eingevectordfEQ32,0.00401401,0.95,-0.06362203,0.06942343,0.546666666666667,0.523333333333333,0.41275,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
1518,b_nslongitudinal_eingevectordfEQ33,-0.01635555,0.95,-0.06877666,0.035280875,0.736666666666667,0.711916666666667,0.5775,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
1018,b_nslatitudinal_eingevectordfEQ31,-0.0193808,0.95,-0.04073697,0.000896517899999982,0.969916666666667,0.9535,0.7715,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
1121,b_nslatitudinal_eingevectordfEQ32,0.02856605,0.95,-0.0517116025,0.1084625,0.764416666666667,0.75,0.669166666666667,"mod_levdata_2.5a_thresholmin_and_sesam_BetaDiv_jac_splines

"
